Hisse,Adı,Sektör,Alt Grup,Açıklama,Beta,Fiyat/Kazanç Oranı,PD/DD Oranı,Fiyat/Satış Oranı,Kâr Marjı (%),Dolaşımdaki Lot,Toplam Gelir,Net Kâr,Son Kapanış Fiyatı,52 Hafta En Yüksek,52 Hafta En Düşük,Ortalama Hacim (10 gün),Temettü Verimi (%),Son Temettü Tarihi,Piyasa Değeri,Son Fiyat,1 Ay Değişim (%),3 Ay Değişim (%),6 Ay Değişim (%),1 Yıl Değişim (%),3 Yıl Değişim (%),5 Yıl Değişim (%),Volatilite
BRLSM.IS,BIRLESIM MUHENDISLIK,Industrials,Engineering & Construction,"Birlesim Mühendislik Isitma Sogutma Havalandirma Sanayi ve Ticaret Anonim Sirketi provides heating, cooling, ventilation, and other mechanical installation services. The company also offers plumbing, fire protection and fire stop systems, natural gas distribution systems, and medical gas systems, as well as testing, adjusting, and commissioning solutions. It serves hospitals and medical buildings, industrial facilities, business and life centers, commercial buildings, hotels, shopping centers, and residences. The company was incorporated in 2002 and is headquartered in Istanbul, Turkey.",-0.137,Bilinmiyor,5.0369377,0.9246555,-9.981,224000000,3633785856,-362673216,15.07,37.96,13.62,3067100,0.64999997,Bilinmiyor,3360000000,15,-0.990096517,6.307585860936438,-21.05263158,-24.54728052,,234.7830857558339,0.5836484433249276
BRMEN.IS,BIRLIK MENSUCAT,Consumer Cyclical,Textile Manufacturing,"Birlik Mensucat Ticaret ve Sanayi Isletmesi A.S. engages in the manufacture and sale of cotton yarns in Turkey. The company offers cotton terry towels, bathrobes, home textile products, curtains, mattresses, and bed bases under the SOLEY brand. It also provides gabardine and poplin fabrics. The company was founded in 1953 and is based in Kayseri, Turkey.",0.364,247.5,9.705882,3.3124585,-17.997,44627000,66688728,-12002016,5.1,7.75,3.5,286758,,Bilinmiyor,220903648,4.949999809265137,-27.09867692,-11.44902193,-3.320314064,24.371853908117792,,561.2325357696594,0.6934487100739293
BRSAN.IS,BORUSAN BORU SANAYI,Basic Materials,Steel,"Borusan Birlesik Boru Fabrikalari Sanayi ve Ticaret A.S. manufactures, produces, and sells steel pipes in Turkey. It offers spiral (helical) welded pipes, LSAW and ERW line pipes, ERW natural gas pipes, industrial pipes and profiles, water pipes, construction pipes and profiles, SRM installation pipes, hydraulic cylinder pipes, cold drawn pipes, advanced processed pipes, precision pipes and profiles, and OCTG pipes. The company also exports its products. It serves water, construction, industrial, automotive, and energy applications. The company was formerly known as Borusan Mannesmann Boru Sanayi ve Ticaret A.S. and changed its name to Borusan Birlesik Boru Fabrikalari Sanayi ve Ticaret A.S. in November 2023. The company was incorporated in 1958 and is headquartered in Istanbul, Turkey. Borusan Birlesik Boru Fabrikalari Sanayi ve Ticaret A.S. is a subsidiary of BMB Holding A.S.",Bilinmiyor,46.750805,2.065155,1.0382247,2.2239999999999998,141750000,59425181696,1321383040,421.25,784,348.25,618890,,Bilinmiyor,61696688128,435.25,-7.196162047,-9.08616188,-10.25773196,-8.943514644,,3786.160780466638,0.6162515235282495
BRYAT.IS,BORUSAN YAT. PAZ.,Basic Materials,Steel,"Borusan Yatirim ve Pazarlama A.S. invests in companies operating in steel, automotive, logistics, automotive supply, informatics and telecommunications, and e-commerce industries. The company was incorporated in 1977 and is based in Istanbul, Turkey.",1.596,35.78407,2.4148815,557.27185,1686.61,27537100,106783920,1801027840,2134,4690,1697,73172,2.26,Bilinmiyor,59507675136,2161,4.144578313253012,7.245657568238213,-10.88659794,4.873729103940376,,4619.453120020928,0.6697970059190561
BSOKE.IS,BATISOKE CIMENTO,Basic Materials,Building Materials,"Batisöke Söke Çimento Sanayii T.A.S. engages in the production and sale of cement and clinker products in Turkey. The company offers portland cement clinkers; and portland cement, sulphate resistant portland cement, portland compound cement, and pozzolanic cement, as well as aggregates. It also exports its products. The company was founded in 1955 and is headquartered in Izmir, Turkey. Batisöke Söke Çimento Sanayii T.A.S. is a subsidiary of Batiçim Bati Anadolu Çimento Sanayii Anonim Sirketi.",0.887,13.260416,0.76788515,5.5746307,46.873,1367820032,3123497984,1464065024,12.51,92.4,10.22,12773801,,Bilinmiyor,17412347904,12.729999542236328,-75.56621897,-73.90323932,-57.90344035,15.727268565784803,,879.2307699361496,0.8370666211491411
BTCIM.IS,BATI CIMENTO,Basic Materials,Building Materials,"Batiçim Bati Anadolu Çimento Sanayii Anonim Sirketi operates in the cement industry in Turkey and internationally. It provides Portland cement clinkers and potassium silicate cements; Portland, sulphate resistant Portland, Portland compound, and pozzolanic cements; and aggregate and cement bypass dust products. The company was founded in 1966 and is headquartered in Izmir, Turkey.",0.48,8.872964,1.865319,2.384203,28.066999999999997,180000000,10282681344,2885989120,135,251,91.25,930276,,Bilinmiyor,24515999744,136.1999969482422,-3.060500393,-22.7891147,-13.24840959,25.298988750748723,,4103.703597140301,0.5637738424957673
BUCIM.IS,BURSA CIMENTO,Basic Materials,Building Materials,"Bursa Cimento Fabrikasi A.S., together with its subsidiaries, produces and sells cement and ready-mixed concrete in Turkey. The company offers Portland, Portland composite, and puzolanic cement, as well as bulk and bagged cement, lime, gypsum, fly ash, aggregate, coal, clay, trass, clinker, slag, chemical additives, and raw materials used in cement production. It also engages in the provision of transportation, loading, pumping, and application services; and trade, including raw materials, fuel, hazardous and non-hazardous waste, various raw materials, products, semi-finished products, auxiliary materials, construction machinery and equipment, and products in bulk and packaged form. In addition, the company produces steel for automotive, machinery, and agricultural machinery-tools industries; and engages in general cargo handling, and mining activities. It also exports its products. The company was incorporated in 1966 and is based in Bursa, Turkey.",0.545,13.966102,1.4042263,1.2927607,17.764,1500000000,9560933376,1698363136,8.18,9.4,6.22,8066830,0.9900000000000001,Bilinmiyor,12359999488,8.239999771118164,11.051208711493473,8.812950760130752,-1.952994571,22.975202329966756,,892.4641809640692,0.48473792176391367
BURCE.IS,BURCELIK,Industrials,Specialty Industrial Machinery,"Burçelik Bursa Çelik Döküm Sanayii A.S. engages in the steel casting and machinery manufacturing business in Turkey and internationally. The company offers stationary plant products, including jaw, impact, cone, vertical impact, and hammer crushers; and screen and sand machines, as well as supplementary products, such as hopper, feeders, conveyor belts, washers, surge bin, stock silos, and digital automation systems. It also provides mobile jaw, impact, and cone crushers, as well as mobile screens and padders. In addition, the company offers foundry products comprising sheet metal forming die holders for automotive industry; slag ladles, coiler drums, bed plates, roller mantles, and blast furnace bells for iron and steel industries; supporting rolls, ball mill heads, breaker plates, double impact crusher plates, roller mantle carriers, and rotor assembly products for cement industry; and coal mill heads, wear plates, and rotor assembly parts for energy industry. Further, it provides stern tube bosses, rudder parts, marine engine crankshaft housings, and assorted cast parts for maritime industry; butterfly valve bodies, discs, and other valve accessories for valve industry; track shoes for earth moving machinery; rough turned gears, nodular iron drums, stainless steel hubs, planet carriers, refractory tile dies, wire sheaves, and nodular iron gearbox parts for general machinery industry; and pitmans, pulleys, flywheels, cone crusher concaves, and blow bars, as well as ball mill gears, pinions, and shafts for mining and crushing industry. The company was founded in 1968 and is headquartered in Bursa, Turkey.",1.628,Bilinmiyor,0.2562369,1.8156285,14.008999999999999,84240000,896857024,125637600,17.58,35.6,11.07,1620314,0.8099999999999999,Bilinmiyor,1628359168,19.329999923706055,-7.156579217,-7.511960399,-23.17494493,70.83466185709459,,3383.926727696482,0.7189297583494605
BURVA.IS,BURCELIK VANA,Industrials,Metal Fabrication,"Burçelik Vana Sanayi ve Ticaret A.S. engages in steel casting, and machinery and valve production businesses in Turkey and internationally. The company offers wafer, lug, double flanged, two piece PTFE, and vulcanized seat lug butterfly valves; flanged 2 piece, monoblock wafer type, two/three piece threaded, geothermal, floating / trunnion flanged, welded oil and gas, top entry, threaded / socket weld class 800, and double block and bleed ball valves; cast steel, forged, knife, and rubber sealing gate valves; and casted and forged globe valves. It also provides flanged / welded swing, forged steel threaded / socket weld swing, flanged / welded piston, forged steel threaded / socket weld piston, dual plate wafer / lug type, wafer swing, and spring wafer check valves; lubricated / nun-lubricated flanged and PFA lined flanged plug valves; sanitary strainers, sanitary butterfly, and sanitary check valves; and diaphragm valves, as well as T and Y type strainers. In addition, the company offers electric and pneumatic actuators, limit switch and gear boxes, selenoid valves, and positioners. It serves petrochemical and industrial plants, shipyards and offshore, petroleum and natural gas, mining and iron-steel, and energy and geothermal, as well as heating, irrigation, and water treatment markets. The company was incorporated in 1998 and is headquartered in Nilüfer, Turkey.",Bilinmiyor,Bilinmiyor,9.471242,5.8609443,-2.698,7347670,148434128,-4004528,108.5,194.8,62.5,181073,,Bilinmiyor,869964160,118.4000015258789,-8.641978434,-10.1669205,-8.712409937,85.72549258961398,,1515.2797102079062,0.73836556
BVSAN.IS,BULBULOGLU VINC,Industrials,Farm & Heavy Construction Machinery,"Bulbuloglu Vinc Sanayi ve Ticaret Anonim Sirketi manufactures and sells heavy machinery and equipment. It offers travelling cranes, gantry cranes, process cranes, lifting groups, jib cranes, and crane equipment, as well as ship loaders, transfer cars, grill cleaning machines, fixed puller cranes, and rotating/horizontal bridge carrying systems. Bulbuloglu Vinc Sanayi ve Ticaret Anonim Sirketi was founded in 1985 and is headquartered in Sincan, Turkey.",Bilinmiyor,0.013586915,3.2160788,1.529448,10.7209995,37600000,2189208064,234715552,88.5,143.9,68.55,486480,0.83,Bilinmiyor,3348280064,,-3.416479393,6.824704043719929,-11.86961977,28.510355125517655,,,
BYDNR.IS,BAYDONER RESTORANLARI,Consumer Cyclical,Restaurants,"Baydoner Restoranlari A.S. operates and franchises a chain of restaurants in Turkey and Iraq. The company was incorporated in 2007 and is based in Izmir, Turkey.",Bilinmiyor,Bilinmiyor,1.5098523,0.97136515,-4.952,84000000,2120397312,-105008624,25.14,39.2,18.78,849429,,Bilinmiyor,2059680000,,18.568665841009764,9.856634377327572,-8.095951359,17.43295710392849,,,
CANTE.IS,CAN2 TERMIK,Utilities,Utilities - Independent Power Producers,"Çan2 Termik A.S. operates a coal thermal power plant in Turkey. The company's power plant has an installed capacity of 340 MWm/330 Mwe. It also engages in the mining business. The company was incorporated in 2003 and is headquartered in Istanbul, Turkey. Çan2 Termik A.S. is a subsidiary of Odas Elektrik Üretim Sanayi Ticaret A.S.",-0.819,Bilinmiyor,0.702995,2.8678586,-21.209998,7000000000,4125029120,-874917568,1.69,2.921564,1.39,210891974,,Bilinmiyor,11830000640,1.690000057220459,9.03226511,1.8072344097764832,-17.30903162,-21.33267056,,634.8720806367588,0.5904043893330533
CASA.IS,CASA EMTIA PETROL,Consumer Cyclical,Specialty Retail,"Casa Emtia Petrol Kimyevi ve Turevleri San. Tic. A.S. engages in trading of commodities in Turkey. It offers gasoline, diesel, and fuel oil products; and operates fuel stations. The company was founded in 1976 and is headquartered in Istanbul, Turkey.",1.389,6.9420033,1.6998752,5.1318135,229.216,4889240,78607704,180181696,79.95,113,75.6,21735,,Bilinmiyor,403400064,79,-9.090910687,-8.139534884,-22.24409332,-8.670520231,,728.3772766186469,0.8260008791959161
CATES.IS,CATES ELEKTRIK,Utilities,Utilities - Independent Power Producers,"Çates Elektrik Üretim Anonim Sirketi engages in the production and sale of electricity through its thermal power plant. The company was founded in 2014 and is based in Mugla, Turkey.",Bilinmiyor,Bilinmiyor,0.5193228,1.6211438,-7.6069996,165200000,3572732160,-271779840,35.02,94.75,33.34,1121390,,Bilinmiyor,5791912448,,-7.93067309,-14.52949541,-24.53723189,-13.3036534,,,
CCOLA.IS,COCA COLA ICECEK,Consumer Defensive,Beverages - Non-Alcoholic,"Coca-Cola Içecek Anonim Sirketi, together with its subsidiaries, engages in the production, sales, and distribution of sparkling and still beverages in Turkey, Pakistan, Central Asia, and the Middle East. The company offers sparkling soft drinks, fruit juice and ice drinks, water, sparkling water, energy drinks, and coffee under the Coca-Cola, Coca-Cola Zero Sugar, Coca-Cola Light, Coke Diet, Fanta, Sprite, Sprite Zero Sugar, Schweppes, Crystal Cola, Fuse tea, Fuze tea, Piko, Cappy, Tempo, Damla, Damla Minera, Dasani, Dasani minera, bon aqua, alwaha, arwa, Kinley, Kinley soda, POWER ADE, Monster Energy, BURN, PREDATOR ENERGY, ROARX, and Costa Coffee brands. The company was founded in 1964 and is based in Istanbul, Turkey.",0.609,Bilinmiyor,3.0846446,1.733367,13.444999999999999,2798080000,95240495104,12805106688,58.75,922,42.94,7535100,1.2200001,Bilinmiyor,1.65087E+11,59,13.461538461538462,-1.089692388,-92.54108723,-87.79887152,,60.706696098483256,1.137949152891915
CELHA.IS,CELIK HALAT,Industrials,Metal Fabrication,"Çelik Halat ve Tel Sanayii A.S. produces and supplies steel wire ropes and wires worldwide. The company offers steel wire ropes that are used in construction, marine, fishery, petroleum, and mining industries, as well as in elevators, chairlifts, and cranes; and industrial steel, industrial galvanized steel, and patented wires for use in the automotive, white goods, agriculture, defense industry, furniture, and construction sectors. It also provides prestressed concrete strand that is used in bridge girder production, prefabricated construction elements, ground and mine anchorages, nuclear power stations, and silo and housing constructions. The company was founded in 1962 and is based in Izmit, Turkey. As of November 29, 2022, Çelik Halat ve Tel Sanayii A.S. operates as a subsidiary of Artas Insaat Sanayi ve Ticaret A.S.",1.007,Bilinmiyor,2.7136302,1.9732065,6.068,101033000,1120309504,67982032,21.82,47.7,19.334068,1656574,,Bilinmiyor,2210601984,21.87999916,-5.281390479,-32.46914157,-8.451884895,9.919815426575951,,1394.7557771278575,0.6029623954509439
CEMAS.IS,CEMAS DOKUM,Industrials,Metal Fabrication,"Çemas Döküm Sanayi A.S. provides alloyed grinding products for the cement and mining industries. It offers gear and transmission boxes, axe cases, and hydraulic body products; front gear body and spring connection parts; and differential body products, exhaust manifold gaskets, brackets, supports, brake discs and thimbles, clutch pressure plates and frames, suspension arms, ball joints, steering connection plates, flywheels, flywheel bodies and covers, crankshafts, water pump bodies and components, air conditioner parts, drums, hubs, motor connection clamps, spring bearings, motor caps, front supports, planet gears, and brake pistons, as well as thermostat, regulator, and balancing bodies. The company also produces cast parts for use in the machining and assembly lines for white goods. In addition, it offers nodular and grey iron, and machining parts for industrial, marine, construction, compressor, hydraulic pump, heavy construction equipment, and other sectors. The company was incorporated in 1976 and is based in Kirsehir, Turkey.",Bilinmiyor,Bilinmiyor,0.88122606,1.5955598,-17.316,735913984,1485148288,-257173920,3.23,5.65,3.03,24540976,,Bilinmiyor,2369643008,3.2200000286102295,-2.12765757,-9.55055954,-24.056599,-19.29824509,,216.06058191390912,0.5444882944541839
